-305.517272,1523.575195,75.120353,
-303.203918,1396.459594,72.083740,
-367.136322,1462.847656,62.857166,
-335.291595,1318.630981,51.584453,
-429.022644,1445.221679,34.023353,
-73.516601,1260.073120,11.840745,
-80.184913,1363.591430,10.156373,
-68.214179,1328.521362,11.033873,
-74.492416,1263.769653,11.953434,
-276.996856,1243.494262,23.514091,
-449.153533,1511.339599,35.288005,
-403.760162,1725.609008,40.894004,
-415.797332,1915.120117,57.322414,
-444.147216,1759.830932,71.795097,
-473.282318,1959.749023,83.988121,
-385.746307,2077.263671,60.739284,
-517.197875,1992.576782,59.945220,
-877.446716,1939.631958,59.996627,
-923.595092,1793.474121,59.949188,
-1169.970458,1796.511840,39.816448,
-924.213745,1718.368041,27.550626,
-856.264709,1617.244384,26.707998,
-794.163513,1619.891479,26.877159,
