-1679.400146,373.786437,6.756926,
-1764.235107,290.597503,7.686156,
-1806.223876,90.959297,14.687039,
-1806.172851,-114.930580,5.229802,
-1836.901367,-130.612457,5.451842,
-1825.330810,-234.682891,17.948984,
-1799.745483,-253.498168,18.646097,
-1833.710205,-579.863159,16.776708,
-1883.573364,-563.363159,24.161392,
-1897.234375,-284.769836,37.968383,
-1905.573242,-84.779823,37.965034,
-1930.421508,-227.373474,38.133251,
-2057.382080,-331.206359,35.038425,
-2138.629150,-322.518341,34.760055,
-2208.438476,-278.476928,35.046497,
-2221.162597,-189.963378,34.940925,
-2312.476562,-180.353363,35.017250,
-2309.165039,-99.368186,35.046417,
-2315.825195,-42.928474,35.046520,
-2371.440429,5.972177,34.890117,
-2320.791748,49.883178,34.890071,
-2238.917968,75.488403,35.040969,
-2211.673828,69.284584,35.053573,
-2195.119140,37.752742,35.046550,
-2140.738525,30.221652,34.897953,
-2107.432861,42.579044,34.889968,
-2117.280273,110.076118,34.892372,
-2204.880126,114.960411,35.098617,
-2206.559814,207.805572,34.897983,
-2250.966552,221.108779,34.887767,
