-2614.359130,2267.471923,7.971869,
-2615.113037,2348.109619,8.127383,
-2596.637451,2432.787597,14.479941,
-2534.608642,2402.717285,14.820042,
-2462.535400,2433.459716,14.911078,
-2315.365966,2381.863281,5.397972,
-2262.846923,2311.115234,4.578416,
-2334.905761,2381.111083,5.505295,
-2466.265625,2317.701416,4.596229,
-2482.614990,2261.379150,4.596935,
-2551.209228,2331.157958,4.588199,
-2465.938720,2319.611083,4.596080,
-2468.410400,2236.480957,4.558872,
-2495.953857,2213.935791,4.744201,
-2607.020751,2256.868896,7.971768,
