-1703.780883,847.809692,24.390691,
-1659.287719,828.413024,19.225105,
-1653.693847,737.896179,16.055130,
-1559.661254,719.514099,6.695306,
-1570.956665,662.256652,6.843774,
-1713.601074,692.059020,24.394683,
-1725.200805,730.766174,24.396657,
-1783.803344,718.309753,34.514045,
-1785.591186,606.897583,31.153081,
-1899.236938,614.610534,34.671939,
-1899.455200,751.188049,44.953277,
-1898.295043,946.043884,34.671772,
-1876.199951,1103.592529,44.953220,
-1794.341918,1093.226196,44.953208,
-1794.528442,917.368713,24.398448,
-1807.515136,827.174621,24.726352,
-1802.959594,733.608032,34.671737,
-1732.468627,731.322875,25.166362,
-1574.660400,731.487182,6.835120,
