2322.999023,-1146.766479,26.553771,
2490.158935,-1090.677978,47.608058,
2548.741699,-1048.133300,69.174507,
2163.738037,-1018.353149,62.393886,
2186.228759,-1109.483764,24.437997,
1766.125610,-995.012939,36.744853,
1432.388793,-948.997497,35.894104,
1383.599731,-915.073425,34.415485,
1462.029785,-761.147277,94.143821,
1285.451660,-716.587707,93.039093,
983.949645,-793.042358,101.287925,
942.667053,-761.222106,107.485160,
888.837829,-751.305969,97.589859,
1002.545532,-660.247741,120.908752,
974.504455,-641.884277,121.749504,
854.717468,-779.473693,81.500831,
563.447570,-900.872680,67.588142,
443.305450,-1015.510253,92.721664,
261.229492,-1133.179809,76.267555,
191.675735,-1174.361816,56.331867,
136.715728,-1265.413330,45.554126,
158.541671,-1420.858398,41.330993,
113.372077,-1536.589355,6.864526,
168.589294,-1524.045288,11.955436,
525.487426,-1253.585327,16.002548,
722.993408,-1080.629028,21.073167,
843.276550,-1017.797973,27.530633,
975.274841,-948.467529,40.393486,
843.069030,-941.878906,51.335208,
858.816101,-891.219665,64.660598,
818.900878,-876.936950,66.548118,
734.262451,-944.793457,56.150081,
715.978271,-952.241333,59.652027,
724.076721,-927.970031,65.110412,
697.308288,-934.644592,72.182502,
