1559.397827,19.715715,23.925168,
1535.446777,-168.301620,14.815488,
1368.432128,-211.794067,7.071993,
1217.382324,-107.578292,39.707344,
1026.806762,-67.440177,22.408327,
771.164245,-134.452667,20.725402,
727.264221,-175.507751,20.474180,
548.335083,-205.649536,16.682220,
479.030670,-260.672454,10.612646,
385.437713,-316.637390,13.192304,
343.894378,-339.469268,10.074041,
486.245697,-276.099517,9.690790,
625.437622,-268.401031,8.440487,
811.610412,-309.709228,23.032503,
1014.749633,-397.502014,69.293846,
1019.387756,-303.399047,73.753440,
