-1597.232910,662.459045,7.187500,
-1560.861572,662.226135,6.798995,
-1584.139648,1039.301757,6.799491,
-1708.954101,1307.506713,6.799479,
-1809.427368,1293.547607,15.527146,
-1792.309814,1296.737182,22.322559,
-1840.707397,1303.813110,22.322399,
-1821.280395,1306.557617,19.024728,
-1822.085327,1271.667358,15.972175,
-1884.293579,1048.600341,45.058120,
-1900.147827,732.356506,45.054466,
-1893.881835,568.338134,34.702583,
-1858.679443,418.615814,16.768653,
-1797.999389,374.954956,16.843746,
-1411.224121,804.204528,47.028244,
-1033.658569,1244.004882,39.200408,
-1006.840515,1288.042724,32.926410,
-1258.807983,1719.310058,16.767263,
-1619.162231,1948.644775,17.201526,
-1898.171752,2402.229492,50.743537,
-2001.025268,2622.177246,50.454166,
-1824.187500,2688.004394,55.349666,
-1634.350097,2692.899902,55.169197,
-1666.960449,2343.075683,35.392601,
-1824.333862,2134.855468,7.529241,
-1985.672973,2251.498535,15.617467,
-1954.309204,2486.114013,41.308151,
-1816.865112,2680.930419,55.314968,
-2109.908203,2659.877685,52.561187,
-2480.260742,2667.662109,63.567230,
-2751.943115,2351.814697,73.032684,
-2621.064697,2503.573730,27.124269,
-2503.326904,2421.411621,16.357475,
-2262.399902,2290.439208,4.580611,
-2329.518066,2390.685302,5.541796,
-2465.839843,2330.742187,4.596762,
-2464.897460,2238.246826,4.553298,
-2563.618652,2328.844726,4.596475,
-2613.519531,2331.025390,7.968701,
-2602.112060,2433.308593,14.486108,
-2507.546142,2418.703857,16.359512,
-2765.475097,2344.230712,73.521202,
-2688.582763,2072.352539,55.183147,
-2689.193603,1762.591918,67.858665,
-2681.921630,1312.173706,55.189918,
