-514.513061,-189.695999,77.961570,
-421.978942,-182.207138,70.453926,
-351.975433,-131.400314,51.874298,
-399.407012,10.616086,35.345203,
-310.382110,77.573753,14.476387,
-285.680511,196.294754,6.550091,
-196.556274,202.903305,11.205212,
-28.733707,138.557128,2.871758,
105.104400,42.894912,0.458705,
80.293235,-105.226531,0.537949,
-7.923887,42.590152,2.876135,
-37.092262,120.231124,2.874475,
-49.513771,150.179702,2.877749,
-232.991271,208.062103,11.042144,
-314.143798,182.458435,5.740096,
-353.825286,172.953445,5.785653,
-461.257080,197.160949,6.254291,
-504.634552,222.088912,9.201167,
-669.715454,217.698516,18.616621,
-672.980651,158.237396,25.937030,
-625.034667,118.318038,35.620174,
-607.361816,21.829607,56.191383,
-618.223510,-72.122192,63.356864,
-511.845306,-93.892997,62.198596,
-514.063842,-188.889709,77.924873,
